carat,cut,color,clarity,depth,table,price,x,y,z,logprice
0.86,Ideal,D,VVS1,62.2,54,7889,6.1,6.13,3.78,8.97322466309509
0.51,Very Good,D,VS1,59.9,57,1657,5.16,5.25,3.1,7.4127640174265625
0.9,Very Good,G,VS2,58.4,63,4125,6.29,6.3,3.71,8.324821298768782
1.52,Very Good,J,VS2,63.3,59,7504,7.28,7.18,4.57,8.92319149068606
0.71,Ideal,G,SI1,61.6,57,2738,5.71,5.79,3.52,7.914983005848394
0.7,Premium,G,VS1,59.3,54,2497,5.86,5.81,3.47,7.822845290279774
1.27,Very Good,I,SI2,60.2,58,5080,6.97,7,4.2,8.533066540572527
0.4,Ideal,E,VS1,61.1,56,1125,4.79,4.73,2.92,7.025538314638521
0.32,Very Good,G,VVS1,61.2,56,691,4.38,4.41,2.69,6.53813982376767
0.32,Premium,E,VS2,61.7,58,608,4.38,4.4,2.71,6.410174881966167
0.37,Ideal,E,VS2,61.5,56.2,1041,4.65,4.66,2.86,6.947937068614969
1.05,Premium,F,SI2,62.8,58,4363,6.56,6.5,4.11,8.38091517312361
0.33,Ideal,H,VVS2,62.2,56,854,4.44,4.39,2.76,6.74993119378857
0.77,Premium,F,SI1,62.4,58,2856,5.82,5.89,3.65,7.957177323459475
2.03,Premium,I,VS2,59,57,16422,8.25,8.21,4.86,9.706377178268735
0.4,Ideal,G,VVS2,61.5,56,1172,4.78,4.75,2.93,7.066466970136958
0.47,Ideal,G,SI1,61.6,54,969,4.98,5.03,3.07,6.876264611890766
1.01,Premium,G,VVS2,58.5,60,7306,6.57,6.51,3.86,8.896451207355227
2.02,Very Good,H,SI2,59.3,61,14498,8.18,8.21,4.89,9.581765987860823
1.03,Good,G,SI2,63.9,62,3656,6.35,6.31,4.07,8.204124932574041
0.37,Ideal,J,VS2,62.6,57,454,4.58,4.45,2.86,6.118097198041348
2.11,Very Good,J,SI2,59.1,61,10306,8.4,8.35,4.94,9.24048152888817
1.5,Fair,G,VS2,64.7,55,11640,7.22,7.26,4.68,9.36220272128543
0.53,Ideal,F,SI1,62.6,55,1359,5.19,5.14,3.24,7.214504414151143
0.29,Premium,G,SI1,62.4,61,363,4.22,4.2,2.64,5.8944028342648505
1.02,Ideal,D,SI1,62.8,57,5890,6.43,6.36,4.04,8.681011276645632
1.57,Premium,G,SI1,58.8,59,10963,7.59,7.62,4.47,9.30228124567454
0.31,Ideal,G,VS2,61.4,56,698,4.38,4.34,2.69,6.548219102762372
1.03,Premium,F,VS2,60.5,58,6479,6.58,6.52,3.98,8.776321456449958
1.07,Ideal,I,VS1,61.8,55,5012,6.55,6.59,4.06,8.51959031601596
1.1,Ideal,I,SI2,62.8,55,4276,6.61,6.62,4.16,8.360773272144936
1.11,Fair,G,SI2,66.8,61,4176,6.42,6.39,4.21,8.337109129562474
0.38,Premium,I,VS2,61.8,59,633,4.62,4.68,2.87,6.450470422144176
0.33,Very Good,E,SI1,59.1,57,544,4.49,4.54,2.69,6.298949246855942
0.33,Ideal,D,VS2,62.8,55,781,4.41,4.46,2.78,6.660575149839686
0.52,Ideal,D,VS1,60.9,57,2147,5.18,5.23,3.18,7.671826797878781
0.82,Premium,I,VVS2,62.5,58,3267,5.98,5.95,3.75,8.09162741160107
0.38,Very Good,G,VS2,60.4,58,766,4.68,4.7,2.82,6.641182169740591
1,Premium,G,VVS2,61.6,61,7392,6.42,6.35,3.97,8.90815361332152
1.75,Very Good,H,SI2,62.7,58,8630,7.53,7.57,4.76,9.062999784077473
0.7,Premium,E,SI2,61.8,61,2307,5.7,5.64,3.53,7.7437032581737535
0.42,Premium,F,VVS1,60.5,62,1358,4.87,4.84,2.92,7.213768308118642
0.3,Premium,E,SI1,62.1,58,526,4.28,4.32,2.66,6.26530121273771
0.37,Ideal,G,IF,62.1,53.7,1044,4.6,4.64,2.88,6.950814768442584
1.7,Ideal,H,SI1,61.2,56,12720,7.7,7.66,4.67,9.450930836894113
0.7,Ideal,E,SI1,61.6,55,2537,5.67,5.73,3.49,7.838737559599282
1.07,Ideal,F,SI2,61.2,57,4764,6.62,6.6,4.07,8.46884293047519
0.32,Premium,G,VS1,62.1,58,666,4.39,4.43,2.72,6.501289670540389
0.38,Ideal,F,VVS2,62.7,56,988,4.64,4.6,2.9,6.895682697747868
1.09,Ideal,F,SI1,62,57,5534,6.61,6.56,4.09,8.618666160346871
0.3,Very Good,F,VS2,62.9,58,625,4.24,4.26,2.68,6.437751649736401
0.27,Fair,E,VVS1,58.6,61,567,4.25,4.31,2.51,6.340359303727752
0.92,Premium,D,SI1,62.3,60,4746,6.2,6.13,3.89,8.465057436995709
0.7,Very Good,H,SI1,63.4,60,2176,5.63,5.61,3.56,7.685243607975833
1.01,Good,F,IF,63.6,59,9248,6.32,6.4,4.03,9.13216259091216
0.3,Ideal,G,VVS2,63,57,878,4.29,4.27,2.69,6.777646593635117
1.03,Good,D,SI2,61,64,3991,6.46,6.36,3.97,8.291797105048733
0.3,Ideal,G,VS1,61.8,57,605,4.3,4.33,2.68,6.405228458030842
0.21,Premium,G,SI1,62.4,59,367,3.77,3.77,2.31,5.905361848054571
0.4,Ideal,G,VS1,62.4,57,1017,4.66,4.7,2.91,6.92461239604856
1.5,Good,E,SI2,64.5,56,7314,7.21,7.15,4.63,8.897545598709327
0.38,Ideal,I,VVS2,62.6,53,737,4.61,4.64,2.9,6.602587892189336
0.75,Ideal,E,SI1,61.4,58,2831,5.84,5.88,3.59,7.9483852851118995
1.01,Ideal,H,SI1,62.3,55,4773,6.41,6.36,4,8.470730317005897
0.38,Ideal,D,VS1,62.4,56,1067,4.62,4.66,2.89,6.9726062513017535
1.18,Ideal,I,SI1,62.3,55,5088,6.73,6.76,4.21,8.534640105019959
2.18,Good,I,SI2,63.7,57,12100,8.2,8.17,5.23,9.400960731584833
1.63,Ideal,F,VS2,61.9,57,13853,7.53,7.58,4.68,9.536257094657879
0.56,Ideal,D,VS2,61,57,2066,5.3,5.35,3.24,7.633369649679584
1.11,Premium,I,SI2,61.8,58,3669,6.65,6.61,4.06,8.207674424355282
0.31,Very Good,H,VVS2,62.8,55,645,4.33,4.35,2.73,6.4692503167957724
0.51,Premium,E,VVS2,61.6,57,2430,5.17,5.19,3.18,7.795646536334594
1.5,Ideal,G,VS2,62.2,59,13428,7.33,7.27,4.56,9.505097358099926
0.4,Ideal,G,SI2,61.9,56,765,4.72,4.77,2.93,6.639875833826536
0.31,Good,H,VVS1,63.1,57,730,4.33,4.37,2.73,6.593044534142437
2.56,Premium,J,VS2,62.2,58,18430,8.75,8.69,5.44,9.821735050663868
1.01,Good,H,SI1,60.3,64,4559,6.46,6.54,3.88,8.424858580213442
0.41,Ideal,E,SI1,62.5,57,969,4.77,4.75,2.96,6.876264611890766
2.07,Ideal,H,SI1,63.5,53,13978,8.09,7.97,5.06,9.545239944037075
1,Very Good,H,VVS2,64.2,54,6249,6.32,6.29,4.09,8.740176729929082
0.7,Very Good,D,SI1,62.1,55,2757,5.63,5.71,3.52,7.921898411023797
0.72,Very Good,H,VS2,63.3,58,2451,5.72,5.76,3.61,7.804251383528112
0.27,Ideal,F,VS1,61.6,56,487,4.16,4.19,2.57,6.18826412308259
0.5,Ideal,D,VVS2,60.4,57,2460,5.15,5.15,3.1,7.807916628926408
0.52,Premium,F,SI2,62.5,60,1110,5.11,5.08,3.19,7.01211529430638
0.33,Premium,H,VS2,62.4,54,537,4.43,4.42,2.77,6.285998094508865
0.31,Very Good,G,VS1,60.5,57,625,4.38,4.41,2.65,6.437751649736401
0.3,Ideal,E,VVS1,60,57,903,4.37,4.41,2.63,6.805722553416985
1.1,Ideal,H,VS2,60.2,56,5805,6.73,6.74,4.05,8.666474894131992
0.7,Very Good,F,SI1,59.2,62,2264,5.73,5.8,3.42,7.724888439323074
1.11,Good,I,VS2,63.8,58,4766,6.47,6.38,4.17,8.469262657658687
0.77,Ideal,G,VS2,61.7,54,3533,5.91,5.87,3.64,8.169902647359145
1.67,Premium,H,SI1,59.4,58,11146,7.83,7.77,4.62,9.318835968129482
1.2,Premium,G,VS2,61.5,59,7792,6.77,6.71,4.18,8.960852845322371
0.7,Very Good,H,VS2,63.2,57,2330,5.61,5.59,3.56,7.753623546559746
0.9,Premium,E,SI2,59.5,62,3139,6.24,6.21,3.7,8.051659556841953
0.33,Very Good,I,SI1,62.8,58,457,4.39,4.41,2.77,6.124683390894205
1.22,Premium,I,VS1,62.3,58,5966,6.81,6.77,4.25,8.693831965074693
0.65,Premium,H,SI1,59.5,60,1936,5.65,5.6,3.32,7.568379267836522
0.26,Ideal,E,SI1,62.5,57,580,4.07,4.09,2.56,6.363028103540465
0.5,Very Good,G,VS1,61.3,57,1689,5.1,5.15,3.13,7.4318919168078
1.03,Ideal,D,SI2,60.5,56,4679,6.56,6.53,3.98,8.450839690866216
2,Premium,J,VS2,58.2,60,13542,8.24,8.22,4.78,9.51355124604559
0.7,Ideal,E,SI1,62.3,57,2575,5.7,5.66,3.54,7.853604813097837
0.5,Premium,E,VS2,60.7,61,1420,5.1,5.04,3.09,7.258412150595307
0.54,Ideal,H,VS1,60.9,55,1637,5.3,5.25,3.23,7.400620577371135
0.52,Ideal,H,VS2,61.7,56,1573,5.19,5.22,3.17,7.360739903058278
0.59,Very Good,D,SI1,63,57,1771,5.32,5.41,3.39,7.479299637782834
1.5,Very Good,D,SI1,62,61,11942,7.26,7.3,4.49,9.387816877106937
1.01,Ideal,G,VS2,61.9,56,6169,6.42,6.44,3.99,8.72729202920964
0.55,Good,H,SI1,63.3,57,1270,5.22,5.24,3.29,7.146772179452637
0.7,Ideal,H,SI2,62.1,55,2024,5.66,5.69,3.52,7.6128310304073565
1.01,Premium,G,SI2,62.9,57,3998,6.4,6.35,4,8.293549515060345
0.38,Ideal,D,VVS2,62.5,56,1010,4.62,4.65,2.89,6.917705609835305
0.25,Very Good,E,VS2,61.5,58,420,4.09,4.12,2.52,6.040254711277414
1.53,Premium,D,SI2,58.9,59,8739,7.62,7.55,4.39,9.075551045627543
0.7,Fair,G,SI1,61.6,66,2352,5.67,5.59,3.49,7.763021309018518
0.32,Premium,G,VS1,62.1,56,854,4.42,4.39,2.74,6.74993119378857
1.12,Ideal,H,SI1,62.3,56,5370,6.7,6.65,4.17,8.58858318750291
0.3,Good,E,VVS2,61.1,61,689,4.32,4.35,2.64,6.535241271013659
0.71,Premium,H,VS2,62.8,58,2368,5.67,5.62,3.56,7.769800996003896
0.32,Very Good,H,VS1,62.9,56,561,4.34,4.42,2.73,6.329720905522696
0.71,Good,H,SI1,63.5,59,2029,5.6,5.66,3.57,7.615298339825815
0.32,Premium,H,SI1,61.9,55,554,4.38,4.41,2.72,6.317164686747284
1.64,Ideal,H,VS2,61.8,54,12155,7.54,7.56,4.69,9.405495886750224
1.03,Ideal,H,SI2,60.5,58,4078,6.55,6.49,3.98,8.3133619511344
0.31,Ideal,G,VS1,61.3,57,776,4.37,4.35,2.68,6.654152520183219
0.54,Ideal,D,SI1,60.7,57,1662,5.29,5.27,3.22,7.415776975415394
0.6,Premium,E,SI1,59.4,60,1726,5.52,5.44,3.24,7.453561871643373
0.9,Very Good,E,VS1,61.1,63,5453,6.14,6.2,3.78,8.60392119492606
0.32,Good,I,SI1,63.9,58,554,4.33,4.29,2.76,6.317164686747284
0.32,Premium,G,VS2,62.6,58,720,4.34,4.31,2.72,6.579251212010101
0.53,Ideal,D,VS1,60.4,57,2147,5.3,5.33,3.19,7.671826797878781
0.91,Good,G,SI1,62.5,57,3961,6.08,6.14,3.83,8.284251797621916
0.54,Ideal,F,VVS2,61,56,2168,5.29,5.26,3.22,7.681560362559537
1,Very Good,E,I1,59.5,63,3455,6.47,6.49,3.83,8.14757773620177
0.59,Ideal,D,SI1,62.1,57,1664,5.41,5.44,3.33,7.416979621381154
0.74,Good,H,VS2,63.3,56,2278,5.78,5.72,3.67,7.731053144007127
0.63,Ideal,D,VVS1,62.3,55,4084,5.46,5.5,3.41,8.314832179284556
0.67,Premium,E,SI1,61.3,59,1688,5.65,5.58,3.46,7.431299675155903
0.3,Ideal,F,VS2,61.8,54,776,4.34,4.29,2.69,6.654152520183219
0.41,Ideal,F,SI1,62.6,57,755,4.71,4.72,2.98,6.626717749249025
0.54,Ideal,H,VVS1,61.9,54,1846,5.24,5.2,3.24,7.520776415062797
0.32,Premium,F,SI1,60,57,516,4.38,4.42,2.66,6.246106765481563
0.37,Very Good,H,SI2,63.4,56,554,4.58,4.54,2.91,6.317164686747284
0.62,Ideal,D,IF,62.3,55,4032,5.47,5.44,3.41,8.302017809751204
0.31,Ideal,D,VS2,62.2,56,942,4.31,4.27,2.66,6.848005274576363
0.31,Premium,G,VVS1,62.1,58,868,4.36,4.39,2.71,6.7661917146603505
0.32,Ideal,G,SI1,62.6,55,612,4.38,4.38,2.75,6.416732282512326
0.72,Premium,H,SI1,62.5,57,2398,5.73,5.65,3.58,7.7823903355874595
0.81,Very Good,H,SI2,62.1,56,2504,5.89,5.93,3.67,7.825644732219989
1.23,Ideal,I,VVS1,62.2,56,6558,6.83,6.88,4.28,8.788440957404594
1.51,Very Good,I,SI2,63.2,58,6630,7.28,7.28,4.59,8.799360083179907
0.46,Ideal,H,IF,62.3,53.4,1560,4.94,4.98,3.1,7.352441100243583
0.3,Premium,G,VS1,62.8,59,802,4.3,4.26,2.69,6.687108607866515
1,Ideal,I,SI2,60.9,56,3780,6.45,6.41,3.94,8.237479288613633
0.43,Good,E,SI1,63.4,57,791,4.79,4.83,3.04,6.673297967767654
1.35,Very Good,G,SI2,63.4,58,4714,7,6.91,4.48,8.458292083496076
1.21,Ideal,E,VS2,60.4,57,9449,6.86,6.89,4.17,9.153664194782626
1.23,Ideal,E,VVS2,61.8,57,12787,6.85,6.89,4.25,9.456184308811169
0.9,Premium,E,SI1,61.3,60,3911,6.19,6.14,3.78,8.271548374755515
0.72,Ideal,F,VS2,62,56,2930,5.77,5.79,3.56,7.982757702011113
1.5,Good,H,SI2,64.2,56,7291,7.26,7.14,4.64,8.89439598980643
2.48,Ideal,I,SI2,62.3,57,16826,8.6,8.52,5.36,9.73068058811076
1.01,Good,G,SI2,60.8,63,3713,6.41,6.28,3.88,8.21959545417708
0.72,Very Good,H,VS2,63.3,56,2444,5.75,5.62,3.62,7.8013913202914855
1.01,Ideal,I,I1,61.7,55,2872,6.45,6.48,3.98,7.962763930168115
1.2,Ideal,I,VS1,61.8,56.5,7328,6.76,6.81,4.18,8.899457906353966
1.01,Good,G,SI2,62.4,65,4249,6.3,6.27,3.95,8.354438940114811
0.8,Premium,F,VS2,63,57,3603,5.9,5.86,3.72,8.189522110748094
0.9,Good,I,VS2,64.6,58,2863,6.12,6.05,3.94,7.959625305098115
3,Premium,I,SI2,60.2,58,18788,9.24,9.03,5.5,9.840973647146885
2.01,Ideal,I,VS1,60.7,57,18324,8.15,8.19,4.95,9.815966955006633
0.3,Ideal,E,VS1,62.2,54,652,4.3,4.32,2.68,6.480044561926653
0.3,Very Good,G,VS1,62.4,58,605,4.25,4.28,2.66,6.405228458030842
0.3,Ideal,E,SI1,61.1,57,601,4.33,4.34,2.65,6.398594934535208
0.52,Ideal,F,VS2,62.5,53,1981,5.12,5.15,3.19,7.591357046698551
0.52,Good,H,SI1,63.6,60,1111,5.05,5.05,3.23,7.01301578963963
0.38,Ideal,G,VVS2,61.3,56.4,952,4.62,4.67,2.85,6.858565034791365
1.05,Ideal,F,VVS2,62.1,57,9032,6.51,6.54,4.05,9.108529105829499
2.53,Good,H,SI2,64.3,59,13846,8.66,8.6,5.49,9.53575166123797
1.12,Ideal,G,VS1,61,57,7632,6.76,6.69,4.1,8.940105213128122
0.31,Ideal,G,IF,61.7,55,891,4.38,4.39,2.7,6.792344427470809
0.35,Premium,G,IF,60.6,59,1074,4.56,4.57,2.76,6.97914527506881
0.31,Premium,J,VS2,62.5,60,488,4.33,4.36,2.69,6.1903154058531475
0.27,Ideal,G,VS1,62.8,55,507,4.12,4.15,2.59,6.2285110035911835
1.01,Good,E,SI2,63.7,55,4666,6.41,6.34,4.07,8.448057452581375
1.2,Premium,E,VS1,61.4,58,9934,6.89,6.86,4.2,9.203718495667296
0.25,Very Good,E,VVS1,60.1,57,575,4.12,4.16,2.47,6.354370040797351
1.13,Premium,H,SI1,62.1,59,5194,6.67,6.73,4.16,8.555259392222693
0.3,Very Good,E,VS2,61.6,54,680,4.31,4.35,2.66,6.522092798170152
1.02,Good,J,SI2,63.1,58,3204,6.35,6.42,4.03,8.07215530818825
1.5,Good,D,SI2,61.1,62,6300,7.23,7.17,4.41,8.748304912379623
0.7,Good,D,SI1,61.3,62,2318,5.67,5.76,3.49,7.748460023899697
1.51,Ideal,E,SI1,62.2,56,11950,7.31,7.4,4.56,9.388486557359657
0.3,Premium,G,VVS2,61.3,58,684,4.28,4.32,2.63,6.52795791762255
1.13,Ideal,I,VS2,62.2,56,4897,6.69,6.71,4.16,8.496378051702317
0.27,Very Good,E,VS1,61.9,54,407,4.17,4.2,2.59,6.008813185442595
0.4,Good,F,SI1,63.6,59,737,4.7,4.67,2.98,6.602587892189336
0.77,Good,J,VS1,63.7,57,2112,5.81,5.91,3.72,7.655390644826152
0.59,Premium,E,SI2,61,59,1392,5.38,5.38,3.31,7.238496840894365
1.03,Ideal,G,VS1,62,57,6968,6.5,6.51,4.01,8.849083518532339
0.52,Ideal,G,VS1,62.4,56,1815,5.17,5.11,3.21,7.503840746698951
0.27,Ideal,E,VVS2,62.5,55,799,4.13,4.1,2.61,6.683360945766275
1.5,Premium,H,VS2,62.4,59,11435,7.32,7.35,4.56,9.344434106456882
0.31,Ideal,G,VVS2,61.8,54,665,4.36,4.39,2.71,6.499787040655854
1.2,Ideal,H,VVS2,61,56,5174,6.86,6.79,4.19,8.551401362745974
0.81,Premium,E,SI1,62.4,58,3462,5.97,5.95,3.71,8.149601735736155
0.4,Ideal,E,VVS1,61.7,55,1824,4.74,4.73,2.93,7.508787170634276
0.29,Very Good,G,VS2,62.5,58,504,4.22,4.27,2.64,6.222576268071369
0.36,Ideal,E,VS1,61.7,56,1091,4.6,4.58,2.85,6.994849985833071
0.43,Premium,I,SI1,61.7,58,941,4.86,4.83,2.98,6.846943139585379
0.3,Very Good,I,SI1,62.2,59,445,4.26,4.28,2.66,6.09807428216624
0.7,Ideal,D,SI2,60.3,56,2423,5.75,5.81,3.49,7.792761720816526
0.73,Ideal,E,SI2,61.3,57,2431,5.81,5.85,3.56,7.796057974316123
0.8,Premium,H,SI2,60.4,62,2201,5.97,6.03,3.65,7.696667081526462
0.35,Ideal,I,VS1,62.1,56,571,4.54,4.57,2.82,6.3473892096560105
1.01,Very Good,H,SI1,62.5,58,4574,6.36,6.42,3.99,8.428143374582726
1.3,Good,J,VS2,62.5,62,5068,6.98,7.02,4.35,8.53070154144103
2.01,Premium,G,SI2,60.1,60,15562,8.14,8.17,4.89,9.652587324176876
0.5,Ideal,H,SI1,62.1,57,1331,5.12,5.14,3.14,7.193685818395112
1.5,Premium,G,SI1,62.3,58,10087,7.25,7.34,4.5,9.219002745054835
0.53,Good,I,VS1,63.5,55,1453,5.1,5.11,3.27,7.2813856635702825
0.9,Very Good,G,SI1,62.3,60,3734,6.1,6.2,3.82,8.225235324101668
1.14,Premium,G,SI1,62.3,59,5384,6.66,6.58,4.14,8.591186871324563
0.6,Ideal,G,VVS1,61.9,56,2130,5.38,5.43,3.34,7.6638772587034705
2.01,Good,H,SI2,61.7,61,14558,7.99,8.09,4.97,9.585895949678203
1.15,Ideal,G,VVS1,60.6,57,9095,6.78,6.86,4.12,9.115480090952223
1.57,Ideal,G,VS1,62,56,13994,7.42,7.49,4.61,9.546383945305841
0.9,Premium,E,SI2,59.5,61,3701,6.33,6.28,3.73,8.216358332386156
1,Very Good,E,SI1,63,57,5051,6.37,6.39,4.01,8.527341522468053
0.3,Premium,E,VS2,61.8,58,658,4.33,4.33,2.66,6.489204931325317
1.5,Premium,G,VS1,62.4,58,13034,7.31,7.26,4.56,9.475316606892326
0.4,Ideal,D,VVS2,62,56,1263,4.73,4.76,2.94,7.141245122350491
1,Premium,F,SI1,61.4,61,5197,6.41,6.35,3.94,8.555836815008442
0.3,Very Good,F,SI1,63.5,57,641,4.29,4.27,2.71,6.46302945692067
1.11,Premium,D,SI2,59.9,59,3883,6.73,6.76,4.03,8.264363329731667
0.7,Very Good,H,SI2,63.8,55,1856,5.62,5.6,3.58,7.526178913346146
0.42,Very Good,D,VS1,62.5,58,1199,4.75,4.81,3,7.089243155027514
0.5,Good,I,VS1,61.8,61,1176,5,5.07,3.12,7.069874128458572
1.16,Very Good,D,VS2,62.1,61,7541,6.75,6.78,4.18,8.928110078202646
0.54,Ideal,G,VS1,62,55,1847,5.25,5.2,3.25,7.52131798019924
0.31,Premium,G,IF,60.8,58,924,4.4,4.34,2.65,6.828712071641684
0.25,Ideal,H,VS1,61.7,57,500,4.04,4.08,2.5,6.214608098422191
1.37,Premium,J,SI1,61.9,55,5723,7.16,7.11,4.42,8.652248422409102
1.07,Premium,G,SI2,62.1,59,4700,6.56,6.59,4.05,8.45531778769815
1.23,Good,H,VS1,63.7,59,7222,6.59,6.65,4.3,8.884887201837403
0.57,Very Good,F,VVS2,61.9,56,2380,5.31,5.3,3.3,7.77485576666552
1.01,Fair,D,VS2,65.6,62,4972,6.21,6.17,4.05,8.511577452630602
2.01,Very Good,H,SI2,62.9,59,14768,7.99,8.09,5.02,9.600217956742634
1.25,Very Good,H,VS1,60.8,54,7743,6.95,7,4.2,8.954544488386723
2.01,Good,F,SI1,63.9,59,15540,7.85,7.99,5.07,9.651172623921639
1.01,Very Good,D,IF,62.8,56,15081,6.34,6.42,4.02,9.621190952360685
0.34,Very Good,F,SI2,60,62,447,4.51,4.55,2.72,6.102558594613569
0.4,Premium,E,VS2,61.9,58,842,4.72,4.75,2.92,6.7357800142423265
1.02,Premium,F,VVS2,62.6,59,8940,6.41,6.39,4.03,9.09829086816756
0.71,Very Good,H,SI2,61.3,58,1960,5.72,5.78,3.53,7.580699752224563
0.5,Very Good,G,VS1,63.4,53,1689,5.06,5.07,3.21,7.4318919168078
0.3,Very Good,D,VVS2,59,59,1026,4.37,4.33,2.6,6.933423025730715
0.92,Good,I,VS2,58.2,60,3876,6.31,6.41,3.69,8.262558973010657
0.72,Very Good,I,VS2,61.8,58,2337,5.73,5.74,3.55,7.756623334538858
1.5,Premium,H,SI2,61.1,60,7365,7.39,7.34,4.5,8.90449432889673
1.51,Ideal,I,VS1,60.2,57,9823,7.46,7.52,4.47,9.19248185367487
1.26,Ideal,G,VS1,62.3,53.3,8687,6.96,6.93,4.31,9.06958293425992
0.3,Ideal,G,SI1,60.9,57,422,4.33,4.35,2.65,6.045005314036012
2.3,Ideal,I,SI1,62.2,57,16904,8.43,8.34,5.23,9.735305559295893
0.35,Ideal,I,VVS1,61.8,55,626,4.55,4.58,2.82,6.439350371100098
0.93,Very Good,E,SI2,62,59,3862,6.16,6.24,3.85,8.258940462988459
1.01,Very Good,E,VS2,62,57,6754,6.38,6.41,3.98,8.817890200945513
0.9,Very Good,D,VS1,58.9,58,5331,6.19,6.25,3.69,8.581294116822761
0.71,Ideal,I,VVS2,62,56,2276,5.7,5.74,3.56,7.730174795246222
0.76,Ideal,H,SI1,60.4,57,2612,5.92,5.89,3.76,7.867871490396322
0.41,Premium,G,SI1,62.7,58,755,4.71,4.75,2.97,6.626717749249025
0.51,Good,F,SI1,63.8,56,1268,5.11,5.06,3.23,7.145196134997171
0.92,Fair,H,VS1,68.4,54,4685,5.74,5.72,4.11,8.452121194672523
0.4,Premium,G,SI1,62,59,737,4.68,4.74,2.92,6.602587892189336
0.35,Premium,H,VS1,61.1,58,788,4.59,4.55,2.78,6.669498089857879
0.25,Very Good,E,VVS2,61.7,55,548,4.09,4.07,2.52,6.306275286948016
0.55,Ideal,G,IF,60.6,56,2383,5.36,5.39,3.25,7.776115477098742
0.3,Premium,J,SI1,60.6,60,630,4.33,4.27,2.61,6.4457198193855785
0.51,Ideal,D,SI1,61.8,55,1569,5.13,5.15,3.18,7.358193752733032
0.73,Ideal,J,VS1,61.1,56,1985,5.81,5.82,3.56,7.59337419312129
3.01,Ideal,I,I1,65.4,56,8040,9.06,8.98,5.9,8.992184362173012
1.05,Ideal,H,VS2,61.4,56,5625,6.54,6.62,4.03,8.63497622707262
0.31,Very Good,H,VS2,63.5,59,628,4.33,4.3,2.73,6.4425401664681985
0.9,Very Good,F,SI1,62.8,58,3724,6.13,6.17,3.85,8.222553638396958
2.54,Very Good,I,SI2,62.4,60,15934,8.66,8.57,5.44,9.676210469940312
0.95,Ideal,F,I1,61.8,57,2830,6.34,6.29,3.86,7.948031990637284
1.07,Very Good,E,SI2,62.5,57,4915,6.56,6.6,4.07,8.500047032581268
0.27,Very Good,E,VS1,61.8,57,646,4.19,4.24,2.59,6.470799503782602
1.6,Premium,I,VS2,60.2,60,9784,7.59,7.52,4.58,9.188503677367008
0.51,Ideal,F,VVS2,61.9,56,2025,5.09,5.12,3.17,7.613324979540639
0.52,Ideal,E,VS1,62,56,1844,5.12,5.14,3.18,7.519692404116539
0.51,Very Good,H,VS2,59.8,57,1387,5.21,5.22,3.12,7.234898420314831
1.23,Very Good,I,SI1,60.5,58.5,5390,6.93,7.01,4.21,8.592300663903043
0.7,Very Good,D,VS1,62.8,60,3001,5.61,5.65,3.54,8.006700845440367
0.77,Ideal,D,VS2,61.2,58,3721,5.91,5.94,3.62,8.221747728346623
0.36,Very Good,E,VS2,62.8,58,644,4.55,4.59,2.86,6.467698726104354
0.34,Ideal,E,SI1,61.4,57,579,4.49,4.5,2.75,6.361302477572996
0.73,Very Good,F,SI2,61.7,60,2309,5.73,5.79,3.55,7.744569809354496
2.01,Ideal,F,SI1,61.8,56,18700,8.15,8.15,5.01,9.836278802842678
0.24,Very Good,E,VVS2,62.5,58,552,3.96,3.99,2.49,6.313548046277095
0.33,Ideal,I,VS1,62.3,57,534,4.38,4.4,2.74,6.280395838960195
0.32,Ideal,D,VS2,62.4,56,758,4.39,4.41,2.74,6.630683385642372
0.71,Premium,E,SI2,62.2,59,2125,5.77,5.69,3.55,7.661527081358517
0.31,Ideal,I,VVS2,61.8,56,495,4.34,4.37,2.69,6.20455776256869
0.73,Good,D,SI1,63.1,55,2753,5.7,5.81,3.63,7.920446505142607
0.48,Ideal,F,IF,61.9,54,2419,5.03,5.11,3.15,7.791109510610028
0.5,Very Good,E,SI2,60.6,56,1154,5.14,5.09,3.13,7.050989447068045
0.72,Ideal,G,SI1,61.8,56,2318,5.75,5.81,3.57,7.748460023899697
0.48,Good,G,VS1,59.2,62,1035,5.22,5.2,3.07,6.942156705699469
0.7,Ideal,I,VS1,62.7,53.4,2163,5.64,5.68,3.56,7.679251425953058
0.32,Very Good,E,SI1,62,60,526,4.38,4.41,2.7,6.26530121273771
0.7,Good,D,SI2,58.3,61,2620,5.78,5.87,3.4,7.8709295967551425
0.31,Ideal,G,SI2,61.9,54,523,4.38,4.35,2.73,6.259581464064923
0.33,Very Good,H,VVS2,62.5,60,922,4.4,4.38,2.75,6.826545223556594
0.91,Premium,H,SI1,63,59,3357,6.15,6.12,3.87,8.118802996980035
0.4,Premium,H,VS1,61.3,58,1040,4.79,4.74,2.92,6.946975992135418
1.42,Ideal,J,SI1,61.4,55,6350,7.14,7.18,4.47,8.756210091886738
0.53,Ideal,G,VS2,61.6,55.7,1607,5.21,5.24,3.22,7.382124365737512
1.25,Ideal,I,SI2,62,56,5259,6.84,6.92,4.26,8.567696173589344
0.3,Premium,G,VVS2,62.7,58,684,4.27,4.31,2.66,6.52795791762255
0.6,Ideal,E,SI1,61.5,58,1698,5.39,5.48,3.36,7.437206366871292
